bidder_id,outcome,payment_account_prefix_same_as_address_prefix,address_10892096f6d88d7449a249e831bfc8d8,address_111d4514cb2db9cc0aaf1ae65b39e70a,address_18efe9aa2a264f71020ed46242cab513,address_2367520c8d94e70f47f4e28e72004ef9,address_26108bd7fdfd14d2b7bf24aec40d86b2,address_274a03538f87ee7ec8b091da1c4fa8fc,address_2a96c3ce94b3be921e0296097b88b56a,address_2cf1e0523f43138fd65eebb2c8cb4b73,address_3a0b8057e5a900d872232c62a7f4c120,address_3a7e6a32b24aeab0688e91a41f3188e2,address_3ee4b535441c1b35d3f9aa3f7ed5ab88,address_4544d31a6d8a15cdee64e7dafbc63e6d,address_4a28d0cf109896236a89b2a1ab33b50c,address_4d90f2e709f1fc0810e5aef472dd3935,address_5c9de1da50cc32a29ffd596ae24cd2be,address_63ce78587e427547c60b44e54d51a4c9,address_7578f951008bd0b64528bf81b8578d5d,address_794abfcfc9a51569c6415a61a319b352,address_8c7fc2ee1e693a7f6e0c986c7375e0fc,address_8db1dcb1ae23a9b13d2a7f36bc991f00,address_91ea8f05b2be1f7fe36e86e20ea35105,address_937e24e5329b1758d1180c3b83041b1b,address_a3d2de7675556553a5f08e4c88d2c228,address_a71773a409dd8baba89ac1c7b4e4523a,address_aa497a035e67fdde98e547c22102646d,address_b16a6b39a27e215e5d571472485ef08e,address_b1abeeedc3163ca5d0df0eecbe6923d0,address_b312117de5aeb80a49c753f562c4b2d3,address_b650404e1ab5d177020221277c3e9306,address_b9b03d5a127eb07aeb9163cdcf524e13,address_c00ae99c1ef4854bd838c9648ea6eb51,address_c047e4d26a46f9fb919883da4ee2adef,address_c0688655078b9fd63d343bd4ae21194e,address_c268ac47bde5354c290a7374b3dd1c41,address_c4b65a7ef32586d7f9a711f867d3f54b,address_c6a1c9967d64e7f99ee545c2a5467960,address_c94cf5c3c5205afe0ef14ce669e01565,address_ca8d4b018cb62966eebb2974f5a83b4f,address_cb8cab3337c5bc1bb96ccfb18d6a62f7,address_ce0b318902ae2a4f5cc4023cea883d00,address_d204ba7ab87c1efb88e93a824efc926a,address_dbd1190dd19462115568e721afba7801,address_e00c0bbaf904d8155da1f1fc85af7434,address_e048f5d50823df461686fde13a25d287,address_e23d9777cddc347de82d839b2e54b22e,address_e350bda3ceb6067cad400ae931c3527a,address_e9ac7750d73a796460f96b096b29725f,address_eb0d036dc33a16ce54296758f96b9d0b,address_efed968be472133f24bd70f9412c156d,address_f3b1e4c7e5f5337ab0ff0d66aee32686,address_fa442b098896fe3f9aca16a6f100e597,address_fb5f20b04f48113f484f73988d44a09a,address_infrequent_address,address_rare_address,payment_account_0875307e1731af94b3b64725ad0deb7d,payment_account_0f244480cd73688fab682a82aa37a587,payment_account_1b53c9a459d6cae0a015df2bc2a6ed7f,payment_account_3e9073fb9219ceb4a1dc9dbb9e1acbe9,payment_account_474f441d0c8f8416be60291872926cd5,payment_account_4a347e6808ca4bd52f2f21a759e1beb2,payment_account_5a8c8865eaf65dc094a6bd9d6e7007cf,payment_account_7df4ebd184668b4257f740b11d4519af,payment_account_a0dc95936282ff8eef7ffa54f295255c,payment_account_a27bbbfe50ced2566f17d94553ec7b6b,payment_account_a3d2de7675556553a5f08e4c88d2c228,payment_account_af6c260faf0b9df48f2155e38b0a29e6,payment_account_b35a1080bb5f0ebb4212508b92c7196c,payment_account_bb97065ca7b313ebbee43f495d6f67a0,payment_account_c9274731b884ef7495041d62d4ec512e,payment_account_c9ef8f9c82a24602bca4f1fc4e69fd61,payment_account_dab1ae58a15b808c63d8dfcf734f5ee3,payment_account_infrequent_account,payment_account_rare_account,bids_per_auction_per_ip_entropy_median,bids_per_auction_per_ip_entropy_mean,ips_per_bidder_per_auction_median,ips_per_bidder_per_auction_mean,only_one_user,ip_only_one_user_counts,on_ip_that_has_a_bot,on_ip_that_has_a_bot_mean,ip_entropy,dt_change_ip_median,dt_same_ip_median,num_first_bid,short,t_until_end_median,t_since_start_median,0_hour72,1_hour72,2_hour72,3_hour72,4_hour72,5_hour72,6_hour72,7_hour72,8_hour72,9_hour72,10_hour72,11_hour72,12_hour72,13_hour72,14_hour72,15_hour72,16_hour72,17_hour72,18_hour72,19_hour72,20_hour72,21_hour72,22_hour72,23_hour72,24_hour72,25_hour72,26_hour72,27_hour72,28_hour72,29_hour72,30_hour72,31_hour72,32_hour72,33_hour72,34_hour72,35_hour72,36_hour72,37_hour72,38_hour72,39_hour72,40_hour72,41_hour72,42_hour72,43_hour72,44_hour72,45_hour72,46_hour72,47_hour72,48_hour72,49_hour72,50_hour72,51_hour72,52_hour72,53_hour72,54_hour72,55_hour72,56_hour72,57_hour72,58_hour72,59_hour72,60_hour72,61_hour72,62_hour72,63_hour72,64_hour72,65_hour72,66_hour72,67_hour72,68_hour72,69_hour72,70_hour72,71_hour72,max_bids_in_hour72,sleep,dt_others_median,f_dt_others_lt_cutoff,dt_self_median,dt_self_min,monday,tuesday,wednesday,balance,s_monday,s_tuesday,s_wednesday,f_monday,f_tuesday,f_wednesday,bids_per_auction_median,bids_per_auction_mean,n_bids,n_urls,n_bids_url,f_urls,13tdx9x3c4du6tr,1tjpqb3mqacsct0,2l309145ivgdy6r,301o49axv6udhkl,3ir1yiophclnlyj,d75il608kel7ote,i695h0p5uj10gmq,pw7hob3wyniyp5j,q5draunzzjr7wc2,szyjr65zi6h3qbz,vasstdc27m7nks3,ya0vpnuq1shnign,url_entropy,countries_per_bidder_per_auction_median,countries_per_bidder_per_auction_mean,countries_per_bidder_per_auction_max,most_common_country,ad,ae,af,ag,al,am,an,ao,ar,at,au,aw,az,ba,bb,bd,be,bf,bg,bh,bi,bj,bm,bn,bo,br,bs,bt,bw,by,bz,ca,cd,cf,cg,ch,ci,cl,cm,cn,co,cr,cv,cy,cz,de,dj,dk,dm,do,dz,ec,ee,eg,er,es,et,eu,fi,fj,fo,fr,ga,gb,ge,gh,gi,gl,gm,gn,gp,gq,gr,gt,gu,gy,hk,hn,hr,ht,hu,id,ie,il,in,iq,ir,is,it,je,jm,jo,jp,ke,kg,kh,kr,kw,kz,la,lb,li,lk,lr,ls,lt,lu,lv,ly,ma,mc,md,me,mg,mh,mk,ml,mm,mn,mo,mp,mr,mt,mu,mv,mw,mx,my,mz,na,nc,ne,ng,ni,nl,no,np,nz,om,pa,pe,pf,pg,ph,pk,pl,pr,ps,pt,py,qa,re,ro,rs,ru,rw,sa,sb,sc,sd,se,sg,si,sk,sl,sn,so,sr,sv,sy,sz,tc,td,tg,th,tj,tl,tm,tn,tr,tt,tw,tz,ua,ug,uk,us,uy,uz,vc,ve,vi,vn,ws,ye,za,zm,zw,zz,auto parts,books and music,clothing,computers,furniture,home goods,jewelry,mobile,office equipment,sporting goods
2c31770e98fc9fc7e0f1fee6207b5600c0e10,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.242453325,32.92104208,3,8.809090909,0.15026738,0.15026738,1,0.388101983,8215.120727,1000000000,1210526314,0,1,5.42E+12,7.69E+12,0.163461538,0.192307692,0.163461538,0.009615385,0,0,0.019230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105769231,0.461538462,0.365384615,0.288461538,0.451923077,0.442307692,0.384615385,0.355769231,0.336538462,0.394230769,0.461538462,0.451923077,0.461538462,0.413461538,0.480769231,0.365384615,0,0.019230769,0.067307692,0.865384615,0.875,0.759615385,0.682692308,0.778846154,0.951923077,0.836538462,1,0.875,0.259615385,0.269230769,0.269230769,104,TRUE,1157894738,0.119285714,1026315789,0,329,1258,2,-917.8291197,0.261526232,1,0.001589825,0.207048458,0.791692889,0.001258653,3.5,14.44545455,1589,859,1589,0.540591567,0,0,0,0,0,0,0,0,0,0,0.388294525,0,6631.662126,1,1.063636364,3,ng,0,0,0,0,0,0,0,0,0.014778325,0,0.003284072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001642036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001642036,0,0,0,0,0,0,0,0.36453202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003284072,0,0,0.022988506,0,0,0,0,0,0,0,0,0,0,0,0,0.003284072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543513957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403940887,0,0,0,0,0.001642036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244663383,0,0,0,0,0,0,0,0,0,1,0,0,0
e613acb1029ecafd9792c9f75d468e4bmm9zn,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.25,0.25,1,0.666666667,4.787491743,1.18E+11,-1,0,1,4.29E+12,3.91E+12,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TRUE,315789474,0.333333333,1.18E+11,2526315790,3,0,3,-1.504077397,1,0,1,0.5,0,0.5,1,1,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4.787491743,1,1,1,in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74fc24cafc7c5936d0422b8da306365byjv2b,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.333333333,0.2,0.2,1,0.5,1.791759469,2.30E+12,-1,0,1,2.98E+12,1.07E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE,2026315790,0.5,2.30E+12,1.30E+12,0,1,3,-1.098612289,0,0.333333333,1,0,0.25,0.75,1,1.333333333,4,3,4,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469,1,1.333333333,2,bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
c7d335bf99b9c71fb22797ecbd78b92ashv4h,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871679566,1,1.95049505,0.183206107,0.183206107,1,0.548022599,924.8128051,38131578948,1473684212,1,1,4.85E+12,5.51E+12,0.266666667,1,0.4,0.2,0.4,0.2,0.266666667,0.466666667,0.4,0.4,0.333333333,0.666666667,0.133333333,0.133333333,0.133333333,0.333333333,0.133333333,0.133333333,0.333333333,0.333333333,0.133333333,0,0.2,0.066666667,0.066666667,0.466666667,0.066666667,0,0.2,0.066666667,0.066666667,0.133333333,0.2,0.133333333,0.2,0.266666667,0.2,0.066666667,0.2,0.133333333,0.333333333,0.266666667,0,0.066666667,0.066666667,0.2,0,0,0.066666667,0,0.266666667,0.066666667,0.2,0.266666667,0.066666667,0.2,0.066666667,0.2,0.266666667,0.266666667,0.2,0.133333333,0.2,0,0.2,0.2,0.4,0,0,0.2,0.2,0.133333333,15,FALSE,3473684212,0.2,32052631578,157894736,58,73,83,-2.236437268,0.698795181,0.879518072,1,0.271028037,0.341121495,0.387850467,1,2.118811881,214,102,214,0.476635514,0,0,0,0,0,0,0,0,0,0,0.280373832,0,688.963705,1,1.198019802,8,in,0,0,0,0,0,0,0,0.035714286,0,0,0.482142857,0,0,0,0,0.071428571,0,0,0,0,0,0.017857143,0,0.035714286,0,0,0,0,0.017857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0,0,0,0.053571429,0.017857143,0,0,0.017857143,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0.071428571,0,0,1,0.071428571,0,0,0.035714286,0,0,0,0,0.017857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0.035714286,0.214285714,0,0,0,0.053571429,0.285714286,0,0,0,0.017857143,0,0,0.107142857,0,0,0,0.017857143,0,0,0,0,0.017857143,0.017857143,0,0,0,0,0.017857143,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0.053571429,0,0.017857143,0,0,0,0.017857143,0,0,0,0.017857143,0.035714286,0,0,0,0,0,0.178571429,0,0,0,0,0,0,0.017857143,0,0,0.589285714,0.035714286,0.017857143,0,0,0,0,0,0,0,0,0,0,1
de9f5df5962dc171c7d82ab503c36dbfwicon,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.138048659,1,2,0.224137931,0.224137931,1,0.540540541,122.1392173,1.20E+11,4842105262,1,1,4.80E+12,4.54E+12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0.75,0,0.5,0,0,0,0,1,0.25,0.25,0,0.5,0.25,0.25,0.5,0.25,0,0,0.25,0.25,0.5,0.25,0.25,0,0.25,0.25,1,0.25,0.25,0,0,0,0.5,0.5,0.25,0.25,0.25,0,0.25,0,0.25,4,FALSE,6052631578,0.023255814,1.20E+11,4842105262,20,19,6,-4.556937708,1,0.95,0.3,0.444444444,0.422222222,0.133333333,1,2.045454545,45,1,45,0.022222222,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,ar,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1053ead33eb1a5db7c36c979a455348abh9ns,0,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,8.56E+11,-1,0,1,4.40E+11,1.16E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,TRUE,46394736842,0,8.56E+11,8.56E+11,0,0,2,-0.693147181,0,0,1,0,0,1,1,1,2,1,2,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,my,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cf22da37578048d2e51eca1e544c693cke5t3,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047765752,1,1.043478261,0,0,1,0.4,71.48911501,1.21E+11,947368422,0,1,7.27E+12,5.94E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.333333333,0.9,0.166666667,0.933333333,1,0,0,0.566666667,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,TRUE,2526315788,0.023809524,1000000000,105263158,60,23,46,-8.588179481,1,0.383333333,0.766666667,0.465116279,0.178294574,0.356589147,3,5.608695652,129,10,129,0.07751938,0,0,0,0,0,0,0,0,0,0,0.046511628,0,256.8099563,1,1,1,za,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
a94c16f8a98e493e2b4390b1975e690dv8cmu,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,5.62E+13,8.11E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,105263156,1,,,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2515c5fd81638d5d0bca39a2b2be3995tante,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920740645,2,4.951219512,0.350769231,0.350769231,1,0.046391753,912.6142696,38000000000,4789473685,0,1,5.52E+12,7.24E+12,0.333333333,0.5,0.5,0.416666667,0.666666667,0.666666667,0.166666667,0.083333333,0,0.083333333,0.083333333,0.166666667,0.25,0,0.083333333,0.083333333,0,0,0,0,0,0,0,0.083333333,0.083333333,0.25,0.166666667,0.083333333,0.25,0.083333333,0.083333333,0.333333333,0,0,0.25,0.25,0.166666667,0.25,0.333333333,0.333333333,0.916666667,0.5,0.166666667,0.25,0.333333333,0.25,0.333333333,0.333333333,0.166666667,0.416666667,0.166666667,0.416666667,0.166666667,0.416666667,0.25,0.166666667,0.083333333,0.333333333,1,0.25,0.25,0.333333333,0.25,0.5,0.416666667,0.083333333,0.416666667,0.166666667,0.333333333,0.083333333,0.166666667,0.583333333,12,FALSE,3578947368,0.034825871,34421052633,210526316,69,63,79,-0.9111518,0.873417722,0.797468354,1,0.327014218,0.298578199,0.374407583,2,5.146341463,211,49,211,0.232227488,0,0,0,0,0,0,0,0,0,0,0.530805687,0,404.3471749,1,1,1,in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014925373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014925373,0,0,0,0,0,0,0.004975124,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009950249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
f63ed13362ce1c80970ba28a095c2bc5kfgmr,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.207602235,1,1.425531915,0.105263158,0.105263158,1,0.803921569,212.4794387,2.69E+11,4342105263,0,0.220588235,8.87E+12,7.37E+12,1,0.8,0.8,1,0.6,0.6,0.2,0.8,0.2,0,0.2,0.4,0.4,0,0,0.6,0,0,0,0,0,0.4,0,0.6,0,0,0.2,0,0,0.2,0.6,0.2,0,0.2,0,0,0,0.2,0.2,0.4,0.2,0,0.4,0.2,0.4,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.4,0.2,0,0.2,0,0,5,FALSE,13000000000,0.045454545,2.05E+11,842105264,24,24,20,-0.22054277,1,1,0.833333333,0.352941176,0.352941176,0.294117647,1,1.446808511,68,33,68,0.485294118,0,0,0,0,0,0,0,0,0,0,0.161764706,0,181.2590127,1,1.021276596,2,id,0,0,0,0,0,0,0,0,0.05,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
