outcome,payment_account_prefix_same_as_address_prefix,payment_account_infrequent_account,payment_account_rare_account,bids_per_auction_per_ip_entropy_median,bids_per_auction_per_ip_entropy_mean,ips_per_bidder_per_auction_median,ips_per_bidder_per_auction_mean,only_one_user,ip_only_one_user_counts,on_ip_that_has_a_bot,on_ip_that_has_a_bot_mean,ip_entropy,dt_change_ip_median,dt_same_ip_median,num_first_bid,short,t_until_end_median,t_since_start_median,max_bids_in_hour72,sleep,dt_others_median,f_dt_others_lt_cutoff,dt_self_median,dt_self_min,monday,tuesday,wednesday,balance,bids_per_auction_median,bids_per_auction_mean,n_bids,n_urls,n_bids_url,f_urls,vasstdc27m7nks3,url_entropy,countries_per_bidder_per_auction_median,countries_per_bidder_per_auction_mean,countries_per_bidder_per_auction_max
0,0,1,0,0,0,1,1,0.5,0.5,0,0,0,9.00E+12,-1,0,1,5.04E+11,4.66E+12,1,1,7894736842,0,9.00E+12,9.00E+12,1,0,1,0,1,1,2,1,2,0.5,0,0,1,1,1
0,0,0,1,0,0,1,1.25,0,0,1,1,3.17805383,3.85E+12,22315789472,0,0,6.90E+13,8.32E+12,2,1,1105263158,0,3.14E+12,22315789472,2,3,0,-1.098612289,1,1.25,5,4,5,0.8,0.4,3.17805383,1,1.25,2
1,0,0,1,0,1.872917041,1.5,1.777777778,0.458083832,0.458083832,1,0.153846154,128.9530768,6289473684,9289473684,0,0.08839779,7.32E+13,3.93E+12,14,1,578947368,0.188888889,7894736843,52631578,126,8,47,-64.12119254,12.5,10.05555556,181,1,181,0.005524862,1,0,1,1.555555556,3
0,0,0,0,0,4.204716619,1,2.235294118,0.142857143,0.142857143,1,0.771428571,133.6246688,1.57E+11,28947368422,0,1,8.18E+12,4.83E+12,4,0,105263157,0.5625,1.26E+11,1210526316,21,13,14,-1.107943616,1,2.823529412,48,26,48,0.541666667,0.291666667,112.8642644,1,1.117647059,3
0,0,0,1,0,0,1,1.142857143,0.076923077,0.076923077,1,0.666666667,10.92305663,1.69E+12,1.03E+12,0,0.083333333,7.65E+12,6.73E+13,2,0,1026315789,0.166666667,1.36E+12,86368421052,2,7,3,-1.47590652,1,1.714285714,12,10,12,0.833333333,0.166666667,17.50230785,1,1,1
0,0,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,14263157895,1.36E+13,1,1,263157894,0,,,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1
0,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,7.72E+13,53894736842,1,1,421052632,0,,,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1
0,0,0,0,0,8.809935024,1,4.672413793,0.100817439,0.100817439,1,0.638554217,1378.114596,19315789476,3526315790,0,0.051515152,9.25E+12,6.73E+13,21,0,1000000000,0.177570093,12789473684,0,190,115,25,-71.47206251,1,5.689655172,330,63,330,0.190909091,0.187878788,815.6063746,1,1.620689655,6
0,0,0,1,0.34657359,34.46229616,2,9.384615385,0.372807018,0.372807018,1,0.163716814,1277.949806,27105263159,1736842106,0,1,4.98E+12,7.84E+12,12,0,52631580,0.642105263,26894736842,52631578,83,97,106,-1.41371475,2.5,11,286,87,286,0.304195804,0.461538462,756.7583937,1,1,1
0,0,0,0,0,0,1,1.333333333,0.2,0.2,1,0.5,1.791759469,1.68E+12,-1,0,1,6.19E+12,6.16E+12,1,1,52631579,0.75,1.68E+12,8.94E+11,1,3,0,-1.098612289,1,1.333333333,4,1,4,0.25,1,0,1,1,1
0,0,1,0,0.34657359,0.34657359,2,2,0,0,1,0.25,1.791759469,9.98E+12,-1,0,0.25,3.73E+13,7.66E+12,1,1,52631579,0.75,9.98E+12,9.72E+12,2,0,2,-0.693147181,2,2,4,3,4,0.75,0.25,1.791759469,2,2,3
0,0,0,0,0,0,1,1,0,0,1,1,0.693147181,4.07E+12,-1,0,1,8.31E+12,6.04E+11,1,1,14526315790,0,4.07E+12,3.17E+12,1,2,0,-0.693147181,1,1,3,3,3,1,0.333333333,0.693147181,1,1,1
0,1,0,0,0,49.17988305,2,13.68,0.224936387,0.224936387,1,0.207344816,31176.07407,3789473684,1894736842,46,0.117531188,1.24E+13,1.14E+13,121,0,3526315790,0.074298711,3684210528,0,1564,1397,1608,-8.235346237,2,16.61454545,4569,662,4569,0.144889473,0.169183629,13763.38577,1,1.505454545,11
0,0,0,0,0,0.788228991,1,2.055555556,0,0,1,0.956521739,99.79014478,1.49E+11,10105263160,0,1,4.09E+12,8.59E+12,3,1,7578947368,0,1.36E+11,421052632,8,10,21,-3.432662815,1,2.166666667,39,9,39,0.230769231,0.692307692,39.91473738,1,1,1
0,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,7.38E+13,3.42E+12,1,1,1105263158,0,,,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1
0,0,0,1,0,4.58878166,1,2.612903226,0.038461538,0.038461538,1,0.863636364,348.2137495,1.17E+11,7894736844,1,0.27,7.17E+12,6.63E+13,6,0,1263157896,0.391752577,83789473684,105263156,25,37,38,-1.612654715,1,3.225806452,100,21,100,0.21,0.68,126.2928587,1,1.096774194,4
0,0,1,0,0.693147181,94.10535038,2.5,11.98484848,0.142348754,0.142348754,1,0.301217039,17437.65401,2447368421,2605263157,2,1,6.51E+12,5.53E+12,105,0,157894736,0.488245315,2473684210,0,1044,1051,1038,-0.040191645,3,23.73484848,3133,66,3133,0.021066071,0.435046282,8063.019358,1,1.113636364,8
0,0,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,0,9.37E+12,6.79E+13,1,1,368421052,0,,,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1
0,1,0,0,0,1.995074686,1,2.580152672,0.005235602,0.005235602,1,0.934782609,1552.730735,39368421052,6842105263,2,0.405263158,9.01E+12,7.30E+12,17,0,8578947368,0.062857143,30263157894,105263158,122,113,145,-2.108508174,2,2.900763359,380,55,380,0.144736842,0.752631579,501.3714091,1,1,1
0,0,0,1,0,12.18258533,2,5.681081081,0.206500956,0.206500956,1,0.269323671,7194.387324,12684210526,2815789473,3,0.432931727,8.24E+12,8.16E+12,55,0,1052631580,0.133222315,11631578946,0,376,399,470,-5.691961307,2,6.72972973,1245,241,1245,0.193574297,0.283534137,3694.505625,1,1.162162162,7
0,0,1,0,0,0,1,1,0,0,1,1,0,-1,-1,0,1,2.72E+12,2.00E+12,1,1,2210526316,0,,,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1
0,0,0,0,0,27.93686858,2,9.363321799,0.238062756,0.238062756,1,0.295026557,22201.39262,2105263156,1447368421,2,1,5.69E+12,5.15E+12,157,0,1105263156,0.230088496,2052631579,0,1187,1023,1141,-6.473120425,2,11.59515571,3351,284,3351,0.084750821,0.268278126,10353.34519,1,1.211072664,16
0,0,0,0,0,1.714599968,1,2.307692308,0.162162162,0.162162162,1,0.666666667,73.96508917,1.36E+11,-1,0,1,4.78E+12,5.18E+12,4,0,105263158,0.548387097,1.36E+11,1631578946,9,12,10,-0.182321557,1,2.384615385,31,23,31,0.741935484,0.096774194,72.1733297,1,1,1
0,0,0,1,0,0.552172327,1,1.421052632,0,0,1,1,62.97642169,11052631578,85868421053,0,0.066666667,5.93E+13,1.05E+13,10,1,947368422,0.088888889,21105263158,210526316,6,15,24,-5.565437842,1,2.368421053,45,25,45,0.555555556,0.244444444,102.9404602,1,1.210526316,2
0,1,0,0,0,0,1,1.111111111,0.421052632,0.421052632,1,0.2,15.10441257,8.04E+11,3315789474,0,1,4.21E+12,6.85E+12,2,1,1210526316,0.181818182,7.35E+11,3315789474,4,1,6,-1.609437912,1,1.222222222,11,6,11,0.545454545,0.545454545,10.31692083,1,1.111111111,2
0,0,1,0,0,0,1,1,0,0,1,1,1.791759469,1.81E+11,4631578948,0,0,6.82E+13,9.15E+12,3,1,2052631579,0.25,92684210527,4631578948,1,1,2,0,1,1,4,1,4,0.25,1,0,1,1,1
0,0,0,0,0,0,2,2,0.333333333,0.333333333,1,0.5,0,3.13E+12,-1,0,1,3.27E+12,1.03E+13,1,1,236842104,0.5,3.13E+12,3.13E+12,0,1,1,0,2,2,2,2,2,1,0.5,0,1,1,1
0,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,1,1.07E+13,2.92E+12,1,1,157894738,0,,,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
0,1,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,3.89E+12,3.12E+12,1,1,684210526,0,,,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
0,1,0,0,0,0,1,1,0.166666667,0.166666667,1,0.8,3.17805383,4.39E+12,-1,0,0.4,4.21E+12,9.39E+12,2,1,263157894,0.4,4.39E+12,1.70E+11,1,1,3,-0.405465108,1,1,5,3,5,0.6,0.6,2.48490665,1,1,1
0,0,0,1,,,,,,,0,0,,-1,-1,0,,,,,0,,,,,0,0,0,0,,,,,,,0,,,,
1,0,0,1,0,142.5156668,1,14.0260223,0.20029347,0.20029347,1,0.1829233,45514.58859,2263157894,1526315788,3,0.06146789,6.57E+13,9.53E+12,166,0,52631578,0.794747538,2210526316,0,2606,2012,1922,-61.68932438,1,24.31226766,6540,1916,6540,0.292966361,0.177981651,38111.07041,1,1.342007435,32
1,1,0,0,0,47.57793554,2,8.535433071,0.104111986,0.104111986,1,0.410614525,10361.52508,6210526314,1894736840,7,0.522460938,6.42E+12,8.89E+12,57,0,3000000000,0.047725997,5789473684,0,809,708,531,-29.72567496,2,16.12598425,2048,5,2048,0.002441406,0.998046875,30.49358955,1,1,1
0,0,0,0,0,1.809126259,1,2.543396226,0.161214953,0.161214953,1,0.340350877,3925.029981,19631578949,4421052632,1,0.332869081,7.62E+12,1.21E+13,51,0,1210526316,0.158485273,18052631579,0,243,241,234,-0.092020274,1,2.709433962,718,195,718,0.271587744,0.247910864,2736.489871,1,1.098113208,9
0,0,0,0,0,0,1,1,0.125,0.125,0,0,3.401197382,2.04E+12,447368420,0,1,6.49E+12,7.14E+12,5,1,157894736,0.4,578947368,368421052,0,6,1,-3.401197382,1,2.333333333,7,3,7,0.428571429,0.714285714,3.401197382,1,1,1
0,0,1,0,0,0,1,1.375,0.3125,0.3125,1,0.3,15.10441257,1.38E+12,49578947370,0,1,3.10E+12,5.09E+12,3,1,8736842106,0.272727273,1.14E+12,1263157896,3,4,4,0,1,1.375,11,9,11,0.818181818,0.090909091,15.10441257,1,1,1
0,0,0,0,6.579251212,6.579251212,7,7,0.363636364,0.363636364,0,0,6.579251212,1.00E+12,-1,0,1,7.96E+12,5.68E+12,2,1,52631580,0.857142857,1.00E+12,1.90E+11,3,3,1,-0.405465108,7,7,7,4,7,0.571428571,0.571428571,4.787491743,2,2,2
0,0,0,0,0,0,1,1,0.272727273,0.272727273,1,0.5,8.525161361,2.43E+11,-1,0,1,6.96E+12,2.39E+12,2,1,105263159,0.5,2.43E+11,22157894738,5,1,2,-1.203972804,1,1,8,7,8,0.875,0.25,8.525161361,1,1,1
0,0,0,1,0,96.84393233,1,21,0.285714286,0.285714286,1,0.216450216,1125.751182,68052631578,2578947368,1,0.012,6.04E+13,1.31E+13,10,0,52631578,0.863453815,67500000000,684210526,100,81,69,-2.887280635,1,22.72727273,250,49,250,0.196,0.152,649.3716163,1,2.090909091,13
1,0,0,0,1.791759469,3.752276853,2.5,2.384615385,0.185507246,0.185507246,1,0.125,271.5707781,526315788,578947368,0,1,4.93E+12,7.57E+12,78,1,315789472,0.176100629,578947368,0,0,161,120,-114.1383979,4.5,10.80769231,281,7,281,0.024911032,0,534.792675,1,1,1
0,0,0,0,0,0,1,1,0,0,0,0,0,4.28E+12,-1,0,1,2.09E+12,1.14E+13,1,1,6789473683,0,4.28E+12,4.28E+12,0,0,2,-0.693147181,1,1,2,1,2,0.5,0,0,1,1,1
0,0,0,1,0,0,1.5,1.5,0,0,1,0.666666667,0.693147181,2.28E+12,-1,0,0,6.48E+13,6.05E+12,1,1,105263158,0.666666667,2.28E+12,2.28E+12,1,1,1,0,1.5,1.5,3,2,3,0.666666667,0.666666667,0.693147181,1.5,1.5,2
0,0,0,1,0,105.3838234,2,19.74285714,0.185304659,0.185304659,1,0.182055101,30017.42752,3578947368,1447368421,3,0.059172899,6.44E+13,1.13E+13,146,0,684210526,0.188571429,3368421052,0,1598,1443,1505,-4.003264328,2,25.97714286,4546,12,4546,0.002639683,0.561152662,3893.942655,1,1.857142857,16
0,0,0,1,0,0.794513458,1,2,0.272727273,0.272727273,1,0.5,8.525161361,4.86E+11,-1,0,0,7.06E+13,6.65E+12,2,1,78947369,0.75,4.86E+11,2.58E+11,1,5,2,-1.203972804,1,2,8,3,8,0.375,0.125,3.737669618,1,1.75,4
0,1,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,1,1.75E+11,1.07E+13,1,1,210526316,0,,,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1
0,0,0,1,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,4.78E+12,2.55E+12,1,1,60684210526,0,,,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1
0,0,0,1,0,7.58093227,1,4.138888889,0.321888412,0.321888412,1,0.1796875,619.6931322,91368421053,27473684212,2,0.272151899,9.47E+12,8.51E+12,7,0,11684210525,0,89736842105,473684212,58,50,50,-0.388732585,1,4.388888889,158,51,158,0.32278481,0.196202532,445.1458387,1,1,1
0,0,0,1,0,0,1.5,1.5,0,0,1,1,0.693147181,2.06E+12,-1,0,0,6.81E+13,7.61E+12,1,1,52631580,0.666666667,2.06E+12,3.21E+11,0,1,2,-0.693147181,1.5,1.5,3,1,3,0.333333333,1,0,1,1,1
0,1,0,0,0,0.793822039,1,1.705882353,0.170731707,0.170731707,1,0.72,81.87641319,1.14E+11,52631578,0,1,1.69E+12,5.77E+12,4,1,2000000000,0.064516129,1.06E+11,0,4,12,18,-4.568883347,1,2,34,1,34,0.029411765,1,0,1,1,1
0,1,0,0,0,0.368268596,1,1.692307692,0.435897436,0.435897436,1,0.045454545,45.3801389,3.75E+11,-1,1,1,5.32E+12,5.97E+12,3,0,38315789476,0,3.75E+11,6105263158,8,7,7,0,1,1.692307692,22,1,22,0.045454545,1,0,1,1,1
0,0,0,1,0,45.57380919,1,14,0.279871692,0.279871692,1,0.366508689,5052.243061,4578947368,4105263158,0,1,2.76E+12,1.08E+13,39,0,894736842,0.153672316,4526315788,0,103,253,542,-169.0386144,1,14.96666667,898,720,898,0.801781737,0.075723831,4952.998847,1,4.883333333,25
0,0,0,1,0,0.30670397,1,1.363636364,0.114285714,0.114285714,1,0.716981132,190.9472878,2.43E+11,52052631578,0,0.35483871,8.25E+12,9.28E+12,4,0,1526315790,0.180327869,2.33E+11,578947370,20,16,26,-1.17328407,1,1.409090909,62,8,62,0.129032258,0.483870968,81.39768366,1,1.045454545,2
0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,6.84E+13,4.90E+12,1,1,52631578,1,,,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
0,0,0,0,0,0,1,1,0.3,0.3,1,0.333333333,6.579251212,5.31E+11,315789472,0,0.428571429,5.99E+12,3.28E+12,2,1,1026315790,0.333333333,2.78E+11,315789472,3,4,0,-1.791759469,1,1.166666667,7,1,7,0.142857143,1,0,1,1,1
0,0,1,0,0,32.26916973,1,7.122994652,0.212151394,0.212151394,1,0.289905091,9706.478727,5210526316,1815789474,3,0.188369153,6.87E+13,5.43E+12,87,0,52631580,0.620623806,5105263158,0,502,622,458,-13.40733199,1,8.459893048,1582,494,1582,0.312262958,0.209860936,6604.056424,1,1.299465241,32
0,0,0,0,0,6.183358603,1,4.527777778,0.261802575,0.261802575,1,0.230263158,709.6352843,50684210526,631578948,0,0.098837209,6.89E+13,7.51E+12,8,0,631578946,0.22754491,47842105263,368421052,55,62,55,-0.273084338,1,4.777777778,172,78,172,0.453488372,0.197674419,568.474957,1,1.75,5
0,0,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,7.33E+12,6.74E+11,1,1,5947368422,0,,,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
0,0,0,0,0,0,1,1,0.5,0.5,0,0,0.693147181,5.13E+12,2736842106,0,1,6.64E+12,7.00E+12,2,1,2473684212,0,2.57E+12,2736842106,0,2,1,-0.693147181,1,1,3,2,3,0.666666667,0.333333333,0.693147181,1,1,1
1,1,0,0,0,24.19309808,2,8.962616822,0.383798883,0.383798883,1,0.161483254,6499.663231,6447368421,5921052631,12,1,4.31E+12,4.77E+12,54,0,5921052631,0.030092593,6447368421,0,402,380,321,-4.847850061,3,10.30841122,1103,4,1103,0.003626473,0.997280145,21.01192159,1,1.065420561,3
0,1,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,8.85E+12,4.80E+12,1,1,52631580,1,,,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
0,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,1,5.03E+12,8.60E+12,1,1,315789474,0,,,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
0,0,0,1,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,0,7.71E+13,1.72E+11,1,1,0,1,,,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
0,0,0,0,0.693147181,87.78147759,3,19.57142857,0.230188679,0.230188679,1,0.151785714,784.5865826,33736842106,578947368,0,1,5.80E+12,7.28E+12,9,0,263157895,0.297029703,32631578948,105263158,80,78,46,-5.678023662,3,29.14285714,204,54,204,0.264705882,0.740196078,274.1366599,1,2.571428571,8
0,0,0,1,0,0,1,1,0,0,0,0,0,-1,-1,0,0,6.74E+13,9.89E+12,1,1,0,1,,,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1
0,0,1,0,0,0,1,1.142857143,0.272727273,0.272727273,1,0.375,8.525161361,1.08E+12,-1,0,1,6.94E+12,3.44E+12,1,1,236842106,0.375,1.08E+12,60421052632,4,2,2,-0.287682072,1,1.142857143,8,2,8,0.25,0.5,4.941642423,1,1,1
0,1,0,0,0,0,1,1.111111111,0,0,1,1,13.71811821,1.87E+12,1.40E+12,0,0.363636364,9.71E+12,8.86E+12,2,1,11815789474,0,1.87E+12,894736842,5,4,2,-0.510825624,1,1.222222222,11,1,11,0.090909091,1,0,1,1,1
0,0,1,0,0,0.597253156,1,2,0.4,0.4,0,0,4.787491743,1.50E+12,-1,0,1,9.11E+12,3.51E+12,1,1,8342105264,0,1.50E+12,28894736840,4,2,0,-1.791759469,1,2,6,5,6,0.833333333,0,4.787491743,1,1.333333333,2
1,0,0,1,0.693147181,54.98658228,2,13.76807229,0.26100591,0.26100591,1,0.114538891,40503.04812,2263157896,2763157895,25,0.252325771,9.40E+12,9.14E+12,211,0,4421052632,0.069693349,2315789472,0,1964,1820,2343,-35.19885631,4,18.45481928,6127,58,6127,0.009466297,0.97976171,1007.559935,1,1.003012048,2
0,1,0,0,0.693147181,0.693147181,3,3,0,0,1,1,0.693147181,4.01E+12,-1,0,0,7.29E+13,4.41E+12,1,1,52631578,1,4.01E+12,2.23E+12,2,0,1,-0.693147181,3,3,3,3,3,1,0.333333333,0.693147181,3,3,3
0,0,0,0,,,,,,,0,0,,-1,-1,0,,,,,0,,,,,0,0,0,0,,,,,,,0,,,,
0,0,0,1,0,0,1,1.333333333,0,0,0,0,1.098612289,7.65E+11,5.14E+11,0,1,8.81E+12,4.64E+12,2,1,44210526317,0,7.65E+11,7578947368,2,2,0,-0.693147181,1,1.333333333,4,1,4,0.25,1,0,1,1,1
0,0,1,0,0,0.581775084,1,1.819672131,0.234177215,0.234177215,1,0.298507463,1070.176091,81631578948,2315789473,0,0.231404959,9.39E+12,9.32E+12,15,0,1157894736,0.179824561,58921052631,315789474,62,97,83,-3.905161843,1,1.983606557,242,112,242,0.462809917,0.243801653,761.5757692,1,1.139344262,5
0,0,0,1,0,0,1,1,0,0,0,0,0,-1,-1,0,1,1.10E+13,2.60E+12,1,1,210526314,0,,,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1
0,0,0,1,0.693147181,40.32580146,3,10.79669421,0.255754923,0.255754923,1,0.258234371,137415.8605,1052631580,684210526,113,0.256850523,9.79E+12,9.18E+12,371,0,3736842104,0.12977205,1052631578,0,5932,5492,5582,-9.470924832,3,14.05454545,17006,11724,17006,0.68940374,0.0762672,135469.3087,1,1.280165289,52
0,0,1,0,0,0.173286795,1.5,1.75,0,0,0,0,6.579251212,79973684210,-1,0,1,1.00E+13,3.44E+12,2,1,52631580,0.571428571,79973684210,26578947368,6,1,0,-3.401197382,1.5,1.75,7,1,7,0.142857143,0,0,1,1.25,2
0,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,1,6684210526,9.47E+12,1,1,52631578,1,,,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1
0,0,0,0,0.693147181,13.45508371,3,6.338983051,0.126679463,0.126679463,1,0.36123348,1982.837235,18368421052,2736842104,1,1,6.08E+12,6.70E+12,16,0,9684210528,0.15704388,16973684209,52631578,145,148,162,-0.533736327,3,7.711864407,455,135,455,0.296703297,0.230769231,1587.099735,1,1.101694915,7
0,1,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,6.04E+12,7.13E+13,1,1,368421052,0,,,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
0,1,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,6.25E+11,7.44E+13,1,1,3842105262,0,,,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1
0,1,0,0,0,192.8079668,1,17.20114943,0.090300457,0.090300457,1,0.280945758,37121.84844,2421052632,1499999999,1,0.009872554,1.32E+13,6.39E+13,253,0,52631578,0.852951895,2421052632,0,1843,1914,1814,-1.420241373,1,32.01724138,5571,497,5571,0.089211991,0.528630407,15944.88044,1,1.706896552,114
0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,1,1.28E+11,3.88E+12,1,1,12578947368,0,,,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1
